  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  6.3000e-13           40.16009658            0.00000000       11976.54722868         -180.41125686        11796.13597182 
  6.3200e-13           40.16297121            0.00000000       11977.40449953         -182.12312937        11795.28137016 
  6.3400e-13           40.16509604            0.00000000       11978.03816800         -183.38569313        11794.65247487 
  6.3600e-13           40.16659848      6304388.61193687       11978.48622514         -184.27483349        11794.21139165 
  6.3800e-13           40.16766399            0.00000000       11978.80398148         -184.90118953        11793.90279195 
  6.4000e-13           40.16853125            0.00000000       11979.06261632         -185.40735785        11793.65525846 
  6.4200e-13           40.16948741      6230426.02687359       11979.34776148         -185.96514885        11793.38261264 
  6.4400e-13           40.17085250            0.00000000       11979.75485868         -186.76633484        11792.98852384 
  6.4600e-13           40.17295440            0.00000000       11980.38168796         -188.00764916        11792.37403880 
  6.4800e-13           40.17610067            0.00000000       11981.31996974         -189.87382619        11791.44614355 
  6.5000e-13           40.18054567      6170911.85021853       11982.64555577         -192.51773754        11790.12781822 
  6.5200e-13           40.18646182            0.00000000       11984.40987050         -196.04301389        11788.36685660 
  6.5400e-13           40.19391988            0.00000000       11986.63401558         -200.49206580        11786.14194978 
  6.5600e-13           40.20288425      6110362.26082044       11989.30736884         -205.84323667        11783.46413218 
  6.5800e-13           40.21322320            0.00000000       11992.39065398         -212.01705770        11780.37359628 
  6.6000e-13           40.22472943      6067000.56288129       11995.82204264         -218.88868319        11776.93335944 
  6.6200e-13           40.23715166            0.00000000       11999.52660004         -226.30704533        11773.21955470 
  6.6400e-13           40.25022196            0.00000000       12003.42442520         -234.11134906        11769.31307614 
  6.6600e-13           40.26368314            0.00000000       12007.43882078         -242.14753007        11765.29129070 
  6.6800e-13           40.27730593            0.00000000       12011.50140813         -250.27850302        11761.22290511 
  6.7000e-13           40.29089852            0.00000000       12015.55499343         -258.38983851        11757.16515491 
  6.7200e-13           40.30430917            0.00000000       12019.55431861         -266.39117489        11753.16314372 
  6.7400e-13           40.31742361            0.00000000       12023.46530657         -274.21461604        11749.25069053 
  6.7600e-13           40.33015965            0.00000000       12027.26345156         -281.81143765        11745.45201391 
  6.7800e-13           40.34246079            0.00000000       12030.93189858         -289.14819641        11741.78370216 
  6.8000e-13           40.35428994            0.00000000       12034.45958672         -296.20299085        11738.25659586 
  6.8200e-13           40.36562411            0.00000000       12037.83966540         -302.96228585        11734.87737955 
  6.8400e-13           40.37645034            0.00000000       12041.06826226         -309.41845176        11731.64981050 
  6.8600e-13           40.38676263      5841983.90896109       12044.14359610         -315.56799930        11728.57559680 
  6.8800e-13           40.39656086            0.00000000       12047.06562482         -321.41088620        11725.65473863 
  6.9000e-13           40.40584704            0.00000000       12049.83495091         -326.94833824        11722.88661267 
  6.9200e-13           40.41462706            0.00000000       12052.45332814         -332.18387119        11720.26945696 
  6.9400e-13           40.42290945            0.00000000       12054.92330425         -337.12258255        11717.80072170 
  6.9600e-13           40.43070521      5755520.55067084       12057.24815423         -341.77102302        11715.47713122 
  6.9800e-13           40.43802781            0.00000000       12059.43190161         -346.13724211        11713.29465950 
  7.0000e-13           40.44489236      5717832.58764950       12061.47904814         -350.23024981        11711.24879832 
  7.0200e-13           40.45131620            0.00000000       12063.39476487         -354.06039992        11709.33436495 
  7.0400e-13           40.45731770            0.00000000       12065.18453418         -357.63867439        11707.54585979 
  7.0600e-13           40.46291639      5663556.58802005       12066.85417470         -360.97673310        11705.87744160 
  7.0800e-13           40.46813467            0.00000000       12068.41037290         -364.08797598        11704.32239692 
  7.1000e-13           40.47298946            0.00000000       12069.85816871         -366.98251306        11702.87565565 
  7.1200e-13           40.47749900            0.00000000       12071.20300332         -369.67125795        11701.53174537 
  7.1400e-13           40.48167955            0.00000000       12072.44972706         -372.16394145        11700.28578561 
  7.1600e-13           40.48554463      5593800.96229185       12073.60237058         -374.46865166        11699.13371892 
  7.1800e-13           40.48910465      5588429.12385955       12074.66404182         -376.59162564        11698.07241618 
  7.2000e-13           40.49236547            0.00000000       12075.63648260         -378.53636076        11697.10012183 
  7.2200e-13           40.49532883            0.00000000       12076.52021485         -380.30390581        11696.21630904 
  7.2400e-13           40.49799207            0.00000000       12077.31444929         -381.89267756        11695.42177173 
  7.2600e-13           40.50034823      5516006.60666439       12078.01710116         -383.29849226        11694.71860890 
  7.2800e-13           40.50238753            0.00000000       12078.62526099         -384.51550793        11694.10975306 
